FIPS,svi_score,socioeconomic_status,household_characterisitcs,race_ethnicity_minority_status,housing_type_transportation,total_race_population,white_population,black_population,asian_population,hispanic_population,median_household_income,total_housing_population,total_ownership_population,health_insurance_coverage_pop,educational_attainment,poverty_rate,homeownership_rate
93640,0.9918,0.993,0.7995,0.97,0.9687,14162,5083,225,53,13430,40692.0,3276,1464,13180,3.1,4435,0.4468864468864469
93641,0.7339,0.6368,0.7578,0.2487,0.8847,216,156,22,1,48,,89,76,174,4.8,82,0.8539325842696629
93643,0.5047,0.7088,0.4258,0.2487,0.2966,3115,2377,3,45,319,65309.0,1352,1052,3115,12.6,647,0.7781065088757396
93644,0.5784,0.6193,0.8662,0.128,0.3644,7169,6183,56,106,993,73431.0,3030,2303,7108,19.3,1098,0.76006600660066
93645,0.176,0.5982,0.1269,0.128,0.0742,897,726,0,0,171,74538.0,280,161,897,0.0,0,0.575
93646,0.9526,0.9942,0.8152,0.9717,0.7005,10157,4827,140,7,9667,34522.0,2636,1039,10157,5.3,4503,0.3941578148710167
93647,0.9029,0.9696,0.9212,0.9671,0.4809,11828,3490,132,616,10567,49828.0,2737,1452,11828,4.5,3877,0.5305078553160395
93648,0.9006,0.9649,0.8905,0.9643,0.5162,15370,7603,41,87,14680,50472.0,3979,1917,15360,5.2,4011,0.48177934154310126
93650,0.9462,0.9602,0.967,0.9161,0.6356,2844,1021,133,135,2204,42606.0,955,349,2844,7.2,819,0.36544502617801045
93651,0.2602,0.0766,0.5921,0.3989,0.3986,1580,1213,34,14,347,94722.0,576,340,1580,25.6,13,0.5902777777777778
93652,0.5111,0.9199,0.0695,0.9615,0.1616,378,207,0,8,360,43438.0,117,74,378,1.4,83,0.6324786324786325
93653,0.0953,0.2912,0.1263,0.1428,0.1153,1378,1163,0,31,120,114559.0,554,487,1378,23.1,83,0.8790613718411552
93654,0.917,0.9111,0.861,0.8278,0.814,30476,15508,452,564,23415,63498.0,8575,4836,30328,11.2,4764,0.5639650145772594
93656,0.7702,0.8433,0.5857,0.8504,0.5788,6249,2300,6,197,5137,66808.0,1592,732,6239,7.7,741,0.45979899497487436
93657,0.7737,0.7018,0.8459,0.7513,0.6605,36053,18715,149,1808,24280,71706.0,10604,6972,35872,11.7,6075,0.6574877404752923
93660,0.8807,0.9801,0.7775,0.9824,0.4884,3921,1337,118,0,3688,53085.0,918,394,3921,2.4,1238,0.42919389978213507
93662,0.9135,0.8889,0.9166,0.8765,0.748,30191,16979,405,1170,24253,54655.0,8896,4805,29958,9.2,5940,0.5401303956834532
93664,0.0251,0.0462,0.1715,0.1773,0.0336,288,243,0,2,53,132344.0,167,142,288,27.2,14,0.8502994011976048
93665,0.3678,0.4942,0.9571,0.9938,0.0,386,203,118,0,268,,153,89,386,0.0,65,0.5816993464052288
93666,0.9877,0.9912,0.9942,0.8856,0.6987,704,212,0,0,607,36111.0,184,38,704,4.7,256,0.20652173913043478
93667,0.3965,0.4275,0.4699,0.2941,0.365,1909,1382,0,22,328,64199.0,795,644,1909,19.6,209,0.810062893081761
93668,0.5304,0.7673,0.4357,0.8635,0.1315,1025,331,0,0,885,54963.0,309,186,1025,9.1,104,0.6019417475728155
93669,0.0807,0.1819,0.3059,0.0448,0.0904,324,307,0,0,14,46250.0,88,67,324,0.0,0,0.7613636363636364
93670,0.1105,0.3561,0.2132,0.9938,0.0,108,0,0,0,108,,35,0,108,0.0,0,0.0
93673,0.7193,0.8965,0.4224,0.8907,0.3992,378,224,0,0,334,54583.0,112,69,378,4.7,17,0.6160714285714286
93675,0.4409,0.5632,0.299,0.2431,0.416,4891,3705,54,323,886,67262.0,1368,1051,4891,21.0,480,0.7682748538011696
93701,0.9982,0.9971,0.9786,0.9241,0.9328,10602,3649,729,645,8310,30211.0,3720,406,10602,6.9,3740,0.10913978494623656
93702,0.9947,0.9906,0.9884,0.9394,0.8308,45248,17102,1577,4968,34700,38965.0,12966,4117,45181,6.1,15894,0.3175227518124325
93703,0.9673,0.9673,0.9809,0.8584,0.7289,32603,10826,2690,4180,19950,40678.0,10323,4332,32320,7.3,10420,0.41964545190351643
93704,0.7842,0.7029,0.8853,0.5904,0.7271,29502,16963,1533,1150,12654,68349.0,11611,6084,29431,19.9,5652,0.5239858754629231
93705,0.9667,0.9333,0.9762,0.7853,0.8621,38777,17246,3231,2486,23418,51012.0,13027,6033,38717,10.5,10145,0.46311506870346203
93706,1.0,0.983,0.9913,0.8816,0.9907,41523,16630,4791,3303,27164,38269.0,11784,4264,41219,6.8,16229,0.361846571622539
93710,0.8269,0.8041,0.8685,0.5813,0.7572,32730,17987,2066,2914,12416,55015.0,12126,4863,32505,20.5,7903,0.401039089559624
93711,0.4632,0.3678,0.5463,0.4799,0.4757,39963,24705,2069,3711,11177,92138.0,16095,9950,39884,27.3,2986,0.6182044113078596
93720,0.4398,0.2515,0.5684,0.5224,0.5365,48597,29205,1367,7932,13399,104428.0,18625,10793,48228,30.3,3314,0.579489932885906
93721,0.9924,0.9959,0.8279,0.7722,0.9832,8004,3533,938,303,4846,26019.0,2472,202,5217,8.4,1625,0.08171521035598706
93722,0.7749,0.7485,0.8129,0.7779,0.5927,86387,34055,7535,13271,42360,75491.0,26499,16007,86151,16.3,14800,0.6040605305860598
93723,0.5082,0.4398,0.6309,0.7779,0.3337,13174,5196,620,2781,6374,112306.0,3333,2586,13077,19.5,1496,0.7758775877587759
93725,0.8772,0.8795,0.8847,0.889,0.6669,26568,10025,1292,4368,17459,63571.0,6788,4059,26426,9.4,5273,0.5979670005892752
93726,0.9474,0.9304,0.9073,0.7637,0.865,44790,20392,2484,4236,25887,52921.0,14979,5985,44500,12.8,11673,0.39955938313639094
93727,0.8398,0.6906,0.8998,0.8198,0.8314,82176,28721,4221,23072,36992,78036.0,24012,14621,81479,15.5,14158,0.6089038813926371
93728,0.9304,0.9105,0.8221,0.7643,0.916,17892,9011,439,827,11890,48197.0,6376,2325,17891,12.6,3812,0.3646486825595985
93730,0.1503,0.1094,0.4293,0.413,0.1935,12461,8069,236,1992,2309,139754.0,4637,3602,12427,34.8,859,0.7767953418158292
93737,0.3053,0.4023,0.3575,0.6742,0.1622,6624,3104,163,1698,2256,103993.0,2071,1809,6624,20.4,579,0.8734910671173346
93740,-999.0,-999.0,-999.0,0.6901,-999.0,1174,502,59,156,491,,0,0,1174,39.5,0,
93741,-999.0,-999.0,0.0058,0.7552,0.0643,77,19,1,0,57,,74,55,74,0.0,74,0.7432432432432432
93901,0.8363,0.6415,0.8737,0.711,0.9421,29498,12395,465,1648,18216,84669.0,10590,4822,29286,18.3,3432,0.45533522190745984
93905,0.9269,0.9228,0.8007,0.9734,0.8175,63121,9948,416,1830,58879,68795.0,13787,5540,63068,4.5,12155,0.40182780880539637
93906,0.7865,0.6351,0.7045,0.8674,0.8801,66883,17650,860,4996,51276,93626.0,17751,9825,66244,13.1,6624,0.5534899442284942
93907,0.6398,0.6012,0.6448,0.6878,0.5052,25124,11402,420,1865,13433,100295.0,7241,5145,25104,14.0,2342,0.7105372186162132
93908,0.2316,0.1298,0.5058,0.4096,0.2955,12983,8423,22,966,3749,159688.0,4454,3619,12962,31.8,645,0.8125280646609789
93920,0.4111,0.3047,0.3094,0.4476,0.5921,1790,1061,0,0,761,70573.0,594,198,1790,24.0,267,0.3333333333333333
93921,0.1123,0.0591,0.2283,0.0674,0.3598,2469,2244,5,16,90,118472.0,1327,668,2468,41.9,23,0.5033911077618689
93923,0.2304,0.1363,0.4125,0.1671,0.409,12630,10300,74,772,1237,120972.0,5401,4182,12557,34.0,919,0.7743010553601185
93924,0.155,0.1205,0.2149,0.1705,0.3911,6563,5355,107,27,984,158261.0,2710,2180,6563,35.5,589,0.8044280442804428
93925,0.7333,0.7713,0.3795,0.9309,0.6408,1352,181,0,4,1228,59000.0,306,131,1352,7.0,229,0.42810457516339867
93926,0.6959,0.752,0.4797,0.9252,0.4687,8941,1355,45,116,7954,76301.0,2451,1387,8941,4.1,783,0.5658914728682171
93927,0.8094,0.7795,0.7451,0.9541,0.6703,19983,3767,204,188,18508,72873.0,4494,2217,19983,7.0,2359,0.493324432576769
93928,-999.0,-999.0,-999.0,0.2873,-999.0,1040,869,18,66,218,,0,0,0,20.5,0,
93930,0.7982,0.7807,0.6402,0.8215,0.7781,16807,5001,22,446,12978,75337.0,4375,2344,16746,11.3,2895,0.5357714285714286
93932,0.0708,0.3327,0.0753,0.1025,0.0846,370,338,0,16,45,93672.0,199,138,370,11.9,33,0.6934673366834171
93933,0.717,0.5608,0.7126,0.6221,0.8094,27197,12825,1738,3864,7939,89507.0,9503,3840,26983,22.1,2932,0.4040829211827844
93940,0.4246,0.3977,0.2509,0.3399,0.5776,31513,21883,876,2467,5963,103946.0,14177,5806,30077,27.9,3152,0.40953657332298793
93943,-999.0,-999.0,0.0,0.0,0.0,12,12,0,0,0,,6,0,6,0.0,0,0.0
93944,0.3041,0.652,0.062,0.2102,0.3239,2605,2144,167,149,285,,5,0,32,60.1,20,0.0
93950,0.431,0.2456,0.4606,0.2125,0.7184,15098,11759,124,1285,1704,102553.0,6860,3355,14642,28.9,1058,0.489067055393586
93953,0.1456,0.0754,0.4056,0.1014,0.343,3416,2897,7,303,182,145250.0,1582,1296,3343,26.2,123,0.8192161820480405
93954,0.6789,0.717,0.7874,0.9405,0.281,501,87,0,0,467,63000.0,106,37,501,0.0,112,0.3490566037735849
93955,0.8503,0.8,0.7231,0.7025,0.9125,32610,14720,1962,3409,14512,80106.0,10665,4130,31780,15.9,4039,0.38724800750117205
93960,0.8211,0.7333,0.5823,0.9133,0.9038,26037,5518,1939,715,20568,79063.0,4702,2745,19236,4.6,3592,0.5837941301573798
93962,0.0415,0.2006,0.2555,0.23,0.0,198,144,0,0,54,,115,86,198,29.8,0,0.7478260869565218
94002,0.3398,0.1509,0.1837,0.5433,0.7294,27893,14740,587,8150,3869,184929.0,10854,6148,27682,35.2,1906,0.566427123641054
94005,0.455,0.3357,0.5875,0.6113,0.4177,4756,2271,1,1621,1091,137583.0,1902,1269,4756,30.4,234,0.667192429022082
94010,0.2298,0.1023,0.263,0.4861,0.4583,43458,23949,400,13023,4734,186198.0,16070,9949,43142,34.6,2005,0.6191039203484754
94014,0.669,0.4766,0.4421,0.9161,0.8152,46331,8058,1357,25938,12867,111795.0,14014,8234,46075,25.8,3387,0.5875553018410161
94015,0.5392,0.2988,0.2665,0.8504,0.8413,65125,12158,1898,39086,10682,117289.0,20476,12375,64679,31.5,4691,0.6043660871263918
94018,0.0637,0.2404,0.2277,0.0805,0.044,3423,2977,0,36,386,215439.0,1366,1089,3423,32.2,89,0.7972181551976574
94019,0.2655,0.1216,0.3708,0.3178,0.4902,15275,11164,93,765,3662,149655.0,5548,4214,15275,31.5,1071,0.7595529920692141
94020,0.0444,0.024,0.0742,0.1773,0.2231,2030,1602,0,148,121,,844,610,2023,20.6,65,0.7227488151658767
94021,0.0164,0.0,0.0857,0.0,0.0962,123,123,0,0,0,201950.0,61,25,123,31.5,0,0.4098360655737705
94022,0.0877,0.017,0.2207,0.4873,0.2387,20052,10878,20,7767,915,,7341,5997,19939,34.5,556,0.8169186759297099
94024,0.0673,0.0193,0.2793,0.4612,0.1327,24041,13431,234,8376,1193,,8117,7139,23915,28.8,686,0.8795121350252556
94025,0.3,0.0971,0.2601,0.4442,0.6976,41017,25269,1160,6578,7339,207656.0,14349,8624,40732,28.3,2193,0.6010174925081887
94027,0.045,0.014,0.1611,0.3207,0.1309,7142,5117,103,1390,646,,2192,1883,7142,29.1,260,0.8590328467153284
94028,0.1678,0.1105,0.2126,0.1983,0.4368,6888,5413,4,478,926,243516.0,2575,2143,6853,32.1,213,0.8322330097087378
94030,0.4298,0.1772,0.4299,0.6748,0.6414,22825,8256,115,10877,2385,146649.0,8074,4955,22668,30.9,1442,0.6136982908100075
94037,0.0409,0.1608,0.1738,0.0992,0.04,2649,2222,0,41,386,184692.0,1033,929,2649,25.6,107,0.8993223620522749
94038,0.4158,0.1889,0.6692,0.4255,0.5278,3165,2241,14,169,923,116950.0,1087,1016,3044,34.7,160,0.9346826126954921
94040,0.3205,0.1041,0.1535,0.5813,0.8082,35667,16938,384,12775,4897,175147.0,15064,5648,35505,30.4,2121,0.3749336165693043
94041,0.3854,0.1667,0.1518,0.6221,0.8256,15222,7365,398,3893,4186,169479.0,6467,2064,15156,29.5,1105,0.3191588062471007
94043,0.2924,0.0918,0.1078,0.6351,0.8007,32670,14018,1296,10895,6327,174416.0,13369,5948,32516,28.4,1259,0.4449098661081607
94044,0.1468,0.0883,0.1941,0.4958,0.3372,38061,21921,848,8186,6947,151680.0,13951,9542,37936,29.6,2097,0.6839653071464411
94060,0.4515,0.6444,0.1002,0.5428,0.4305,1312,619,0,0,609,105909.0,362,236,1312,23.2,414,0.6519337016574586
94061,0.4971,0.3912,0.281,0.596,0.6686,37539,18271,831,5126,14130,139810.0,13176,6938,37459,26.2,1750,0.5265634486945963
94062,0.0965,0.038,0.146,0.264,0.3569,26531,20022,445,2207,3571,230391.0,9679,7005,26464,32.8,1399,0.7237317904742225
94063,0.8117,0.6246,0.438,0.8159,0.9983,34807,11828,819,3580,22709,107734.0,10969,3501,34102,19.8,3844,0.319172212599143
94065,0.117,0.0433,0.117,0.5977,0.3447,11588,5107,20,5045,676,201125.0,4659,2983,11588,36.5,493,0.640266151534664
94066,0.5,0.2228,0.3835,0.7167,0.7885,43369,16147,479,14013,12813,131669.0,15169,9530,43093,29.8,2426,0.6282549937372273
94070,0.0959,0.0374,0.2248,0.387,0.2486,31312,19854,209,6349,2893,220323.0,11627,8153,31284,30.4,929,0.701212694590178
94074,0.0281,0.0368,0.0249,0.7779,0.073,151,60,0,0,56,143203.0,68,54,151,19.4,0,0.7941176470588235
94080,0.4848,0.2,0.3528,0.7881,0.7665,66262,19128,1284,28638,19561,126916.0,22220,13690,66213,26.8,4428,0.6161116111611161
94085,0.4713,0.2854,0.091,0.8363,0.8969,22996,5269,226,10692,6891,168250.0,8952,3520,22941,20.9,1859,0.3932082216264522
94086,0.286,0.1047,0.0968,0.7309,0.7416,49217,16206,669,23896,8517,171265.0,20118,6075,49205,31.3,2624,0.3019683865195347
94087,0.3012,0.0596,0.2943,0.6833,0.6472,58913,20148,696,30793,5095,196611.0,20553,11662,58224,33.4,2367,0.5674110835401158
94089,0.4433,0.169,0.1501,0.7569,0.9061,23447,7201,249,11275,5292,149270.0,9023,4768,23447,28.8,1300,0.5284273523218441
94102,0.8333,0.7585,0.4867,0.6918,0.9873,34077,11809,3796,9824,6839,62388.0,19031,1679,33815,26.9,6735,0.08822447585518364
94103,0.6415,0.4602,0.3105,0.6669,0.9316,32400,12550,2516,10361,6189,111028.0,16675,3416,32166,35.8,6012,0.2048575712143928
94104,0.7942,0.9164,0.4977,0.6306,0.6952,557,214,26,250,59,47386.0,279,66,557,32.3,110,0.23655913978494625
94105,0.1515,0.1029,0.0191,0.6623,0.686,13722,5351,142,7355,1166,,7616,2984,13722,36.9,678,0.3918067226890756
94107,0.3953,0.1988,0.0956,0.5433,0.9224,30340,15038,842,9559,3397,176788.0,15271,5472,30331,38.2,2388,0.3583262392770611
94108,0.8216,0.6825,0.7491,0.7161,0.9363,12070,3725,194,6892,543,68768.0,6483,655,12070,28.5,2217,0.10103347215795157
94109,0.6228,0.4485,0.3129,0.4946,0.9438,56333,31082,2584,14641,7390,108691.0,32462,5331,56161,39.0,7398,0.164222783562319
94110,0.5205,0.3766,0.2231,0.5989,0.8181,69679,33116,3195,10659,22157,152115.0,27220,11084,69258,34.0,6983,0.407200587803086
94111,0.5801,0.4216,0.6472,0.6113,0.5939,4468,1834,25,2249,108,164107.0,2446,522,4468,25.8,557,0.2134096484055601
94112,0.6444,0.4386,0.6344,0.8453,0.7068,80880,16587,2642,42133,21455,120731.0,23106,15689,80374,25.3,7165,0.6790011252488531
94114,0.0982,0.0713,0.0492,0.3178,0.4681,33858,23772,828,4575,3273,184671.0,16946,7632,33791,40.3,1830,0.45037176914906174
94115,0.4129,0.193,0.2648,0.5161,0.7775,33299,17615,3920,6571,3428,149927.0,16737,4281,32860,42.2,4304,0.2557806058433411
94116,0.3737,0.186,0.4844,0.7054,0.4438,43903,14253,431,24043,2790,145931.0,15368,11371,43717,35.4,2812,0.7399141072358146
94117,0.138,0.0696,0.0359,0.3303,0.7422,39496,27497,1867,4789,3863,190444.0,17619,4626,39212,47.3,3118,0.2625574663715307
94118,0.3117,0.1228,0.2242,0.5292,0.6784,40108,20724,595,13334,4060,157143.0,16984,6085,39999,41.9,2530,0.35827837965143666
94121,0.4544,0.2649,0.456,0.6085,0.5881,43304,18717,694,18795,3083,132519.0,17955,7836,43101,38.6,3886,0.43642439431913116
94122,0.4731,0.262,0.3749,0.6499,0.6871,59453,22886,1302,26534,6249,141760.0,22420,11187,59392,38.2,4587,0.49897413024085635
94123,0.0725,0.0175,0.0319,0.2198,0.5979,24721,18716,101,2562,2211,211854.0,12732,3624,24671,52.5,1104,0.2846371347785108
94124,0.8795,0.7433,0.9276,0.932,0.8105,37347,4241,9703,13326,9815,76341.0,11165,5631,37329,18.0,6056,0.5043439319301388
94127,0.2041,0.0895,0.2839,0.5388,0.3928,21184,10746,661,6043,2430,200082.0,7351,6016,20195,37.8,1009,0.8183920555026527
94128,-999.0,-999.0,-999.0,-999.0,-999.0,0,0,0,0,0,,0,0,0,,0,
94129,0.0889,0.0287,0.1437,0.4391,0.2688,3952,2395,54,276,970,236445.0,1331,0,3951,49.3,95,0.0
94130,0.8784,0.9076,0.6605,0.7093,0.887,3136,1232,503,325,973,96000.0,626,0,3128,28.2,1217,0.0
94131,0.1538,0.0345,0.0823,0.4754,0.6477,28705,16211,1146,6382,3645,196571.0,12477,6927,28697,36.4,1555,0.5551815340226016
94132,0.6719,0.5444,0.4206,0.7524,0.8297,27641,7709,2059,13023,3877,104537.0,10576,5037,27569,36.9,3786,0.47626701966717094
94133,0.7854,0.7041,0.7509,0.6748,0.8221,25460,9075,819,12503,2468,77652.0,12998,2281,25452,30.9,4229,0.17548853669795353
94134,0.7105,0.5287,0.6524,0.8963,0.7729,40738,6488,2414,24588,7746,104247.0,12467,7982,40654,21.2,4727,0.6402502606882169
94158,0.4117,0.1854,0.1014,0.7705,0.8818,10205,2891,999,4530,1333,180208.0,4501,1703,10205,27.3,761,0.3783603643634748
94188,-999.0,-999.0,-999.0,-999.0,-999.0,0,0,0,0,0,,0,0,0,,0,
94301,0.2632,0.0415,0.4119,0.4108,0.5886,17259,10433,428,4304,899,217611.0,7130,3929,17011,29.3,680,0.5510518934081347
94303,0.583,0.4374,0.4003,0.7824,0.6767,47989,16675,4214,10110,19086,144259.0,14276,8100,47937,19.1,3964,0.5673858223592042
94304,0.3649,0.031,0.4716,0.3887,0.8917,4489,2855,47,780,609,159637.0,2035,456,4253,22.0,273,0.22407862407862408
94305,0.3895,0.4135,0.018,0.5558,0.9183,17279,8983,835,4415,2917,72500.0,3574,952,17250,33.2,1508,0.2663682148852826
94306,0.262,0.055,0.3146,0.5445,0.5492,27785,13805,532,10175,2371,199800.0,10722,5910,27737,27.3,1872,0.5512031337437046
94401,0.7187,0.5076,0.5637,0.736,0.9357,35392,12552,708,8282,13461,117678.0,12993,5861,35283,26.6,3428,0.45108904794889554
94402,0.1491,0.0573,0.2978,0.468,0.3279,26150,14727,378,6819,2923,184453.0,10073,6352,26059,31.8,1462,0.6305966444951852
94403,0.3076,0.1415,0.1727,0.6108,0.639,43858,19595,847,13303,9325,171213.0,16612,8767,43684,34.4,2639,0.5277510233566097
94404,0.2918,0.0509,0.427,0.681,0.5243,36397,13186,813,18681,2697,182699.0,14371,7515,36263,35.8,1410,0.5229281191288011
94501,0.5158,0.2713,0.4959,0.5887,0.752,63340,29280,4894,17752,8213,116596.0,24978,10344,62079,33.9,5098,0.4141244294979582
94502,0.1146,0.0865,0.3285,0.6595,0.1176,14225,5482,429,6567,1164,207823.0,4842,4067,14145,43.8,355,0.8399421726559273
94503,0.5404,0.3351,0.5701,0.7898,0.5794,21791,7147,1328,7562,6162,122500.0,5790,4567,21781,24.7,1644,0.7887737478411053
94505,0.1333,0.1825,0.4508,0.3711,0.1043,15445,11019,823,1141,3069,147292.0,5482,4926,15445,22.0,941,0.8985771616198468
94506,0.0602,0.0316,0.2323,0.468,0.113,26947,14866,889,8572,1563,246132.0,9211,8145,26857,42.8,1485,0.8842688090326783
94507,0.0491,0.0205,0.2677,0.1926,0.1211,14503,11291,152,1748,1096,,5007,4602,14489,46.5,521,0.9191132414619533
94508,0.2322,0.3292,0.0574,0.4697,0.4183,3406,2115,126,520,618,113036.0,988,645,3406,27.9,301,0.652834008097166
94509,0.8322,0.7801,0.9438,0.7377,0.6333,70889,25759,11457,6689,29493,78637.0,23166,12857,70662,14.3,10319,0.5549943883277216
94510,0.2193,0.1322,0.4652,0.3926,0.2984,27223,18161,960,3219,4063,124099.0,10922,7662,27172,30.9,1516,0.7015198681560154
94511,0.238,0.5345,0.1147,0.255,0.1744,1993,1416,0,125,435,85870.0,842,616,1993,10.4,354,0.7315914489311164
94512,-999.0,-999.0,0.0272,0.0,0.0,57,57,0,0,0,,28,0,57,0.0,57,0.0
94513,0.3251,0.2058,0.6779,0.5615,0.27,67580,36046,6612,10093,17260,133930.0,21808,17779,67547,25.9,4557,0.8152512839325018
94514,0.7175,0.6702,0.8291,0.4346,0.6263,2023,1317,3,59,816,72445.0,573,379,2010,8.3,218,0.6614310645724258
94515,0.5719,0.4561,0.4253,0.413,0.7677,7024,4713,50,151,2564,102557.0,2728,1792,6993,24.6,456,0.656891495601173
94516,0.0123,0.0538,0.0678,0.1139,0.0,212,177,0,0,2,,74,57,212,38.7,9,0.7702702702702703
94517,0.1439,0.0749,0.3221,0.3003,0.3204,12349,9022,343,1389,1342,156870.0,4408,4037,12295,36.6,370,0.9158348457350273
94518,0.693,0.386,0.8094,0.5139,0.9148,28287,16070,580,3436,8094,111186.0,10229,7212,27981,27.6,2747,0.7050542575031773
94519,0.4795,0.3322,0.5336,0.5802,0.518,20162,10545,557,2857,6003,118587.0,7055,4859,20058,20.9,1718,0.688731396172927
94520,0.8538,0.7392,0.7115,0.7144,0.9722,36699,13895,1814,4690,17748,77927.0,13308,4717,36550,22.1,4570,0.35444845205891196
94521,0.2825,0.2018,0.4705,0.4595,0.3273,41092,24684,1744,6133,7336,121368.0,15513,11521,40899,27.1,2491,0.7426674402114356
94523,0.3509,0.1316,0.58,0.4204,0.5313,34964,22213,1505,5936,4841,136787.0,14056,8908,34638,35.1,2230,0.6337507114399544
94525,0.2678,0.3936,0.617,0.3609,0.1031,3599,2447,363,225,665,93333.0,1686,949,3599,25.0,428,0.5628706998813761
94526,0.083,0.0386,0.3511,0.2323,0.1727,33396,25492,191,5007,2383,202697.0,12174,10342,33351,42.6,1243,0.8495153606045671
94528,0.062,0.4971,0.1083,0.1598,0.0,726,655,0,17,124,,230,230,726,13.0,124,1.0
94530,0.4006,0.2947,0.3806,0.5615,0.4896,26483,12855,1353,7698,3534,119761.0,10850,6091,26438,33.0,2336,0.5613824884792626
94531,0.5175,0.448,0.708,0.7745,0.3158,44115,13230,10989,9092,10882,115300.0,13233,9544,44001,21.2,3510,0.7212272349429457
94533,0.817,0.6474,0.8899,0.7677,0.8465,78129,29733,13561,11527,28408,84907.0,24660,13597,76929,14.8,9054,0.5513787510137875
94534,0.2246,0.0959,0.5046,0.6278,0.2642,41395,18646,4438,10415,7084,132382.0,13549,10352,41053,26.1,1987,0.7640416266883164
94535,0.269,0.3988,0.0979,0.4833,0.3413,3873,2448,330,270,725,79418.0,1015,14,2624,26.4,130,0.013793103448275862
94536,0.3977,0.1655,0.201,0.753,0.7526,71445,20081,3215,35979,10423,152076.0,24789,14527,71263,33.1,5401,0.5860260599459438
94538,0.4643,0.148,0.2416,0.8278,0.8957,66215,14132,2563,36057,12306,143146.0,22104,9897,65731,29.4,3277,0.44774701411509227
94539,0.1655,0.0491,0.252,0.8765,0.2769,53464,7577,944,41336,2527,219913.0,16411,13101,53443,33.4,1965,0.7983060142587289
94541,0.7398,0.5263,0.6686,0.8147,0.8946,67401,19856,8702,12589,29329,96176.0,21963,10154,66516,19.9,7332,0.4623229977689751
94542,0.4386,0.3982,0.128,0.7178,0.5933,16188,6081,1679,3839,4329,132747.0,5013,3542,16188,29.5,1105,0.7065629363654499
94544,0.7415,0.4737,0.5776,0.8839,0.9565,77712,15040,5891,22176,34744,103039.0,23082,12181,77292,18.9,6954,0.5277272333419981
94545,0.7111,0.4743,0.5006,0.8952,0.9253,33700,5791,2459,14165,11235,102220.0,10027,7198,33464,24.3,2903,0.7178617732123267
94546,0.5222,0.2544,0.5933,0.6164,0.7132,45761,20903,3103,12794,8875,117808.0,15897,10447,45392,25.8,3387,0.657168019123105
94547,0.3105,0.2117,0.4658,0.8329,0.2584,26041,5833,5084,10862,4099,125880.0,8990,7193,26016,30.4,1221,0.800111234705228
94548,0.0778,0.1906,0.0637,0.4323,0.139,598,390,0,0,259,166597.0,211,211,598,40.7,16,1.0
94549,0.1205,0.0842,0.2439,0.2085,0.303,28456,21794,201,3227,2107,221148.0,10141,7621,28365,38.5,1321,0.7515037964697762
94550,0.1327,0.0351,0.2115,0.3824,0.4125,49463,33307,836,7717,8025,171388.0,17260,13033,49137,32.4,1670,0.755098493626883
94551,0.2994,0.1947,0.2613,0.5558,0.4635,40025,22690,700,6372,12054,128356.0,14192,9983,40001,28.2,2143,0.703424464487035
94552,0.0936,0.0708,0.2543,0.6425,0.1188,14948,6103,507,6407,1657,204260.0,4993,4617,14910,33.3,759,0.9246945724013619
94553,0.3211,0.1731,0.489,0.404,0.4618,49062,32314,1803,5232,9535,118704.0,19174,13812,48593,27.8,3088,0.7203504746010222
94555,0.2175,0.0585,0.2671,0.8714,0.3725,37671,5393,534,28000,2266,202832.0,11691,8009,37666,33.9,1471,0.6850568813617313
94556,0.148,0.0871,0.3384,0.3643,0.2729,15959,10467,92,3536,1222,193750.0,5665,4767,15919,41.9,1155,0.8414827890556046
94558,0.6012,0.3515,0.7051,0.4357,0.7822,65084,45760,693,1519,23448,110397.0,24253,16495,64392,24.3,4882,0.6801220467571022
94559,0.786,0.7596,0.8314,0.5144,0.7346,28224,18411,180,892,12295,94599.0,10313,5173,28020,21.7,2436,0.5015999224280034
94560,0.3129,0.1632,0.2833,0.8085,0.4397,47470,12244,1559,19832,14422,159465.0,14805,10290,47424,23.6,1906,0.6950354609929078
94561,0.4035,0.3199,0.5313,0.5643,0.3737,44546,24154,3853,3542,14249,119646.0,13463,10314,44516,17.6,3237,0.7660996806061057
94562,-999.0,-999.0,-999.0,-999.0,-999.0,0,0,0,0,0,,0,0,0,,0,
94563,0.0643,0.0146,0.2949,0.2742,0.1605,19416,13810,38,2891,1171,,7447,6918,19373,39.2,402,0.9289646837652746
94564,0.4836,0.2865,0.6165,0.6907,0.4994,18946,6962,2241,4563,4936,113630.0,6784,4886,18917,26.4,1037,0.7202240566037735
94565,0.8064,0.7175,0.8366,0.8329,0.7312,100826,26536,14163,16112,48803,92399.0,29858,17557,100593,15.6,10923,0.5880166119632929
94566,0.2333,0.0474,0.3256,0.5558,0.4971,45145,22795,371,16962,5129,187357.0,16051,11500,44964,35.6,1959,0.7164662637841879
94567,0.7374,0.8082,0.9977,0.549,0.175,719,511,3,5,373,61042.0,219,140,719,20.3,154,0.639269406392694
94568,0.2058,0.045,0.1842,0.7394,0.4925,71068,21073,3037,37998,7151,191039.0,23583,15179,69366,37.9,2715,0.6436416062417843
94569,0.1556,0.331,0.5672,0.0691,0.0678,251,222,0,0,29,,171,50,251,0.0,0,0.29239766081871343
