FIPS,svi_score,socioeconomic_status,household_characterisitcs,race_ethnicity_minority_status,housing_type_transportation,total_race_population,white_population,black_population,asian_population,hispanic_population,median_household_income,total_housing_population,total_ownership_population,health_insurance_coverage_pop,educational_attainment,poverty_rate,homeownership_rate
95677,0.3719,0.2614,0.4878,0.3093,0.4861,28591,20853,493,2132,4437,102549.0,10501,7259,28477,28.1,1962,0.6912674983334921
95678,0.4287,0.3906,0.3812,0.3728,0.4919,45210,32248,945,3471,9769,96178.0,17588,9786,45068,28.8,3379,0.5564020923356834
95679,0.017,0.0333,0.2219,0.0,0.0,131,131,0,0,0,,56,47,131,0.0,0,0.8392857142857143
95680,-999.0,-999.0,0.2103,0.0,0.0,9,9,0,0,0,,9,9,9,0.0,0,1.0
95681,0.3222,0.5433,0.2955,0.3303,0.1877,1370,969,0,0,464,100147.0,336,258,1370,26.2,20,0.7678571428571429
95682,0.2901,0.2661,0.4983,0.1728,0.3389,29750,25278,163,772,4461,108556.0,11510,8554,29653,24.7,1899,0.7431798436142485
95683,0.1573,0.0515,0.6083,0.3229,0.2283,6330,4733,330,380,1245,128264.0,2657,2378,6324,32.5,243,0.89499435453519
95684,0.2456,0.3281,0.3088,0.311,0.2092,2913,2196,14,33,597,81331.0,1410,1168,2856,25.3,277,0.8283687943262411
95685,0.4099,0.4503,0.5487,0.0992,0.3812,4703,4133,24,20,310,60158.0,2114,1505,4695,23.1,345,0.7119205298013245
95686,0.9094,0.9433,0.9733,0.7008,0.5846,1194,490,53,64,676,38611.0,406,225,1194,6.8,422,0.5541871921182266
95687,0.4953,0.3,0.3778,0.5626,0.7254,68996,39198,7517,6590,17536,104135.0,22564,14746,61927,15.9,4267,0.6535188796312711
95688,0.3444,0.2041,0.6744,0.4561,0.3563,40147,28204,1500,3539,10403,116699.0,14035,9906,39732,22.8,2818,0.7058069112931956
95689,0.1041,0.2836,0.1286,0.1955,0.1269,1498,1368,0,26,242,127708.0,539,517,1498,18.0,66,0.9591836734693877
95690,0.7497,0.7211,0.8598,0.5711,0.5678,1621,882,18,153,701,71250.0,598,368,1621,35.6,286,0.6153846153846154
95691,0.6363,0.4556,0.6263,0.5603,0.7706,39961,22965,1640,5515,11720,97380.0,14276,8865,39812,23.0,5652,0.6209722611375735
95692,0.3591,0.3398,0.7538,0.2164,0.252,4887,4174,5,77,810,79174.0,1737,1154,4784,16.4,252,0.6643638457109959
95693,0.1368,0.0673,0.3065,0.3428,0.3076,7624,5458,85,759,1877,136411.0,2413,2055,7619,21.8,452,0.8516369664318276
95694,0.493,0.362,0.5568,0.5207,0.5168,9600,6571,71,200,4347,101354.0,3269,2098,9553,17.6,970,0.6417864790455797
95695,0.7632,0.6146,0.8627,0.6164,0.8076,39892,25501,480,1320,20251,79009.0,14626,7674,39458,16.0,4354,0.5246820730206482
95697,0.2965,0.607,0.5939,0.9445,0.0,281,174,0,0,263,,89,22,281,0.0,189,0.24719101123595505
95698,0.0626,0.4725,0.0765,0.4289,0.0,196,140,0,0,84,,121,81,196,26.9,29,0.6694214876033058
95699,0.0702,0.4047,0.2289,0.2238,0.0,60,44,0,0,16,,15,9,60,37.3,10,0.6
95701,0.1047,0.3415,0.0939,0.0754,0.1448,1045,923,5,18,31,91875.0,398,372,1045,21.9,77,0.9346733668341709
95703,0.3234,0.2064,0.4751,0.2187,0.4977,1955,1533,42,13,298,93602.0,733,617,1955,19.9,230,0.8417462482946794
95709,0.1749,0.2509,0.2375,0.0646,0.2787,6103,5648,0,184,317,82298.0,2521,1839,6103,21.6,949,0.7294724315747719
95713,0.3199,0.3,0.4328,0.1331,0.4241,10280,9060,36,187,1204,98558.0,3877,3117,10270,20.6,861,0.803972143409853
95714,0.0994,0.5491,0.0852,0.0952,0.0458,411,390,0,0,52,77344.0,159,122,411,16.6,54,0.7672955974842768
95715,0.0901,0.0187,0.5608,0.0317,0.1941,110,108,0,0,0,151316.0,42,42,110,42.9,2,1.0
95717,0.2772,0.4865,0.2138,0.2374,0.2126,129,113,0,0,20,,54,28,129,29.8,44,0.5185185185185185
95720,0.0392,0.1421,0.1338,0.3904,0.0336,107,65,0,0,0,,39,39,107,26.8,0,1.0
95721,-999.0,-999.0,-999.0,-999.0,-999.0,0,0,0,0,0,,0,0,0,,0,
95722,0.0368,0.0298,0.2097,0.111,0.0915,4829,4260,0,148,480,115795.0,1885,1669,4829,25.0,148,0.8854111405835544
95726,0.4491,0.4111,0.6246,0.0844,0.4751,7974,7145,101,111,668,86320.0,3454,2912,7974,16.0,767,0.8430804863925883
95728,0.0696,0.224,0.0776,0.1246,0.1373,549,458,0,54,43,113304.0,219,172,549,29.9,22,0.7853881278538812
95735,0.0129,0.1865,0.0139,0.0,0.0336,51,51,0,0,0,104500.0,22,22,51,62.8,0,1.0
95736,0.1322,0.4538,0.0226,0.3127,0.23,131,88,0,15,15,,60,0,131,0.0,0,0.0
95742,0.1257,0.0643,0.3227,0.5989,0.1825,14883,6934,1369,4318,2049,149613.0,4341,3769,14820,33.3,535,0.8682331260078323
95746,0.1152,0.0427,0.3216,0.2351,0.2804,22743,17911,765,2252,2180,173034.0,7915,7154,22713,31.8,1176,0.9038534428300695
95747,0.2018,0.0795,0.5747,0.3785,0.2874,75681,50760,1840,13355,9690,129469.0,27164,21963,75555,31.8,4254,0.8085333529671624
95757,0.352,0.1936,0.4531,0.7853,0.3864,53232,14962,6526,20734,9832,128216.0,15139,10829,52109,27.9,5232,0.7153048417993263
95758,0.5193,0.3848,0.7242,0.7144,0.3998,66153,23720,8204,19296,14120,102306.0,22176,15631,65967,24.1,6787,0.7048611111111112
95762,0.0912,0.0357,0.3476,0.264,0.1842,45842,33869,509,6106,3799,162464.0,16066,13940,45835,36.2,1995,0.8676708577119383
95765,0.1772,0.1082,0.2642,0.3484,0.3754,43059,29860,615,5742,6131,121847.0,14103,9174,42732,34.1,1079,0.6504998936396511
95776,0.6041,0.3567,0.6721,0.6606,0.7126,26352,14534,625,2983,11953,99930.0,8165,5228,25761,20.3,1742,0.6402939375382731
95811,0.5357,0.5515,0.1025,0.502,0.8262,8456,4931,788,887,1961,75826.0,4534,706,8406,34.2,1763,0.1557123952359947
95814,0.7532,0.7363,0.347,0.5314,0.9247,12248,7068,1430,1499,2546,44537.0,6868,649,10380,26.0,2897,0.09449621432731509
95815,0.9409,0.9205,0.8696,0.7286,0.9137,26523,9275,3179,2373,12215,54747.0,9592,3805,26490,10.3,6253,0.39668473728106757
95816,0.283,0.3012,0.0516,0.2759,0.7231,18334,13941,500,803,3410,83933.0,10747,2918,18092,36.8,1787,0.27151763282776586
95817,0.7012,0.7205,0.4351,0.5898,0.7086,14513,7418,2039,1482,3759,60362.0,6637,2656,14297,28.8,3108,0.4001808045803827
95818,0.2778,0.2772,0.2903,0.4255,0.3326,23062,14755,795,1903,5061,113733.0,10681,5941,23038,33.4,2815,0.5562213275910495
95819,0.1374,0.1427,0.073,0.3292,0.4293,19806,14556,598,1142,3805,124916.0,8100,5810,19641,38.0,1188,0.717283950617284
95820,0.7655,0.8158,0.8499,0.6952,0.4762,36024,16577,3638,3473,15214,64501.0,13656,7566,35921,17.2,7116,0.5540421792618629
95821,0.8298,0.8088,0.8441,0.4895,0.8198,37436,21109,2847,4931,7845,56019.0,15841,7747,37376,17.6,6460,0.48904740862319296
95822,0.6947,0.6064,0.8557,0.7377,0.4936,46413,16464,6321,8558,15204,76774.0,16601,10155,46113,17.5,5728,0.6117101379434974
95823,0.969,0.8813,0.9722,0.8765,0.9386,82983,16995,15266,19575,28655,59547.0,24396,11366,82651,11.3,16262,0.4658960485325463
95824,0.9743,0.9123,0.9873,0.8487,0.8928,30556,7238,2636,9221,12558,50387.0,9024,3759,30476,8.7,7707,0.4165558510638298
95825,0.8942,0.8702,0.8082,0.6397,0.9177,37310,16386,4691,4766,9820,56604.0,16047,3855,36814,21.3,10295,0.24023181903159468
95826,0.5877,0.5333,0.5985,0.5575,0.5191,40205,21858,4713,4444,9654,77685.0,15920,8570,40085,24.6,6523,0.5383165829145728
95827,0.752,0.6287,0.7914,0.5479,0.803,21084,11452,2900,2236,4962,80810.0,7444,4651,20949,16.8,2470,0.6247984954325632
95828,0.8579,0.7515,0.9206,0.8425,0.7671,60850,14355,6282,22590,16980,74493.0,17941,11963,60764,12.7,9106,0.666796722590714
95829,0.5865,0.4175,0.7932,0.745,0.4513,31297,10291,2495,12427,6217,111523.0,9280,7072,31279,22.2,3983,0.7620689655172413
95830,0.317,0.5058,0.3134,0.5507,0.1535,746,381,223,130,41,130139.0,210,197,746,35.7,100,0.9380952380952381
95831,0.4906,0.3058,0.7161,0.6941,0.4154,44450,15928,7339,11816,8225,93449.0,19337,10600,44178,29.5,3690,0.5481718984330558
95832,0.8959,0.8281,0.9056,0.8867,0.7943,13116,2528,1610,4644,4198,75071.0,3152,2073,13109,10.2,2555,0.6576776649746193
95833,0.5655,0.5135,0.6628,0.7428,0.3951,40908,15458,5878,4556,16381,82694.0,15628,7717,40893,20.8,4046,0.4937931917071922
95834,0.5959,0.5205,0.398,0.783,0.5985,34892,11274,5751,10080,9349,93684.0,12195,6348,34716,25.7,4647,0.5205412054120542
95835,0.2082,0.114,0.394,0.7093,0.2335,40957,14853,5508,12790,7176,114201.0,14491,9915,40925,33.0,1836,0.6842177903526326
95837,0.1953,0.6058,0.0556,0.0351,0.1924,306,296,10,0,0,121563.0,119,79,306,13.4,40,0.6638655462184874
95838,0.9216,0.9298,0.9195,0.8017,0.7242,41311,12943,6695,7587,15015,58253.0,11766,6379,41013,10.8,8177,0.5421553629100799
95841,0.7322,0.6936,0.6304,0.4193,0.8158,21542,13905,1948,1634,4389,62697.0,8406,3051,21278,17.4,3451,0.36295503211991437
95842,0.8251,0.7778,0.9403,0.5422,0.701,34775,19016,4501,3479,7750,64269.0,11855,5741,34750,11.7,6531,0.4842682412484184
95843,0.4725,0.5427,0.6489,0.43,0.2613,47195,30009,4932,5493,6874,92336.0,14974,9969,47160,15.7,4815,0.6657539735541605
95864,0.3018,0.2076,0.8013,0.2759,0.2404,25728,18846,692,2177,3282,123535.0,9930,7348,25709,29.7,2468,0.7399798590130916
95901,0.8918,0.8029,0.9374,0.4935,0.9154,36119,22662,1100,3317,10510,59378.0,12777,6893,35190,9.4,7276,0.5394850121311732
95903,0.4058,0.5731,0.1072,0.2969,0.4988,1868,1327,244,83,216,54265.0,482,3,913,17.4,129,0.006224066390041493
95910,0.0971,0.7602,0.0701,0.0,0.0,148,148,0,0,0,,49,49,148,0.0,0,1.0
95912,0.5456,0.5772,0.5904,0.7178,0.3331,4908,2911,48,10,3214,77772.0,1522,1078,4908,9.2,209,0.7082785808147175
95913,0.6018,0.8462,0.8644,0.2895,0.1356,313,231,0,0,97,45083.0,133,87,313,0.0,35,0.6541353383458647
95914,0.2614,0.5988,0.361,0.1632,0.0747,450,382,4,0,82,49286.0,206,154,450,19.7,151,0.7475728155339806
95915,-999.0,-999.0,-999.0,-999.0,-999.0,0,0,0,0,0,,0,0,0,,0,
95916,0.5977,0.7854,0.5319,0.1399,0.405,965,832,0,51,93,41385.0,397,322,965,9.6,349,0.8110831234256927
95917,0.5807,0.6713,0.9003,0.3564,0.1987,4091,3395,0,34,1328,79458.0,1287,944,4091,11.3,334,0.7334887334887334
95918,0.2339,0.5088,0.2399,0.2272,0.128,1807,1381,16,14,175,77535.0,911,793,1788,17.8,143,0.8704720087815587
95919,0.3684,0.4591,0.3731,0.0329,0.4032,1183,1153,7,0,23,65703.0,561,467,1183,2.8,270,0.8324420677361853
95920,0.252,0.3754,0.4241,0.4323,0.1292,164,93,0,16,45,90795.0,85,55,164,13.6,27,0.6470588235294118
95922,0.5485,0.6708,0.4537,0.1875,0.4722,593,457,0,0,53,50875.0,294,203,584,11.0,77,0.6904761904761905
95923,0.2795,0.6994,0.2984,0.0561,0.0771,43,39,0,1,3,51319.0,29,29,43,0.0,0,1.0
95925,0.6333,0.9632,0.0203,0.8742,0.58,188,51,53,0,85,21629.0,43,16,188,57.5,154,0.37209302325581395
95926,0.6327,0.6579,0.3407,0.3003,0.7596,42362,31847,1125,2315,7611,60932.0,17000,7144,41965,26.7,10281,0.42023529411764704
95928,0.6673,0.7234,0.4183,0.255,0.7312,38412,30212,663,1390,7095,66023.0,15583,6893,38141,27.1,8801,0.44234101264198167
95929,-999.0,-999.0,-999.0,-999.0,-999.0,0,0,0,0,0,,0,0,0,,0,
95930,0.3263,0.3836,0.1466,0.0,0.6054,417,417,0,0,0,,120,51,417,0.0,252,0.425
95932,0.8029,0.6667,0.9965,0.5949,0.5458,7789,4542,272,85,3888,62625.0,3010,1871,7736,9.8,1080,0.621594684385382
95934,-999.0,-999.0,0.1222,0.0,0.0533,33,33,0,0,0,,24,24,33,39.4,13,1.0
95935,0.2094,0.3854,0.1924,0.0448,0.2567,465,459,0,0,24,48797.0,207,183,465,17.1,99,0.8840579710144928
95936,-999.0,-999.0,0.6582,0.1756,0.0817,121,93,7,0,15,106058.0,42,42,92,0.0,0,1.0
95937,0.462,0.7035,0.7798,0.3739,0.0956,1145,910,12,45,325,45988.0,496,300,1145,27.1,166,0.6048387096774194
95938,0.3123,0.3135,0.3975,0.2431,0.3702,4451,3246,273,192,646,98103.0,1460,1030,4451,22.5,235,0.7054794520547946
95939,0.7135,0.7251,0.6333,0.3564,0.7149,376,248,25,0,35,35972.0,158,69,323,16.0,51,0.43670886075949367
95941,0.7047,0.8363,0.1211,0.6822,0.7961,396,130,0,6,0,66938.0,133,114,396,2.0,56,0.8571428571428571
95942,0.1193,0.1433,0.573,0.0714,0.117,1786,1635,0,0,154,147009.0,793,727,1786,17.8,107,0.9167717528373266
95943,0.3298,0.6813,0.2381,0.0765,0.1692,670,622,0,0,81,64750.0,283,156,670,12.5,98,0.5512367491166078
95944,0.0,0.0,0.0,0.0,0.0,65,65,0,0,0,,65,0,65,0.0,0,0.0
95945,0.6006,0.4263,0.7642,0.1212,0.7654,27388,23960,101,296,2805,59943.0,11846,6783,26745,18.7,3344,0.5725983454330575
95946,0.248,0.2813,0.3441,0.1167,0.3105,9049,7913,13,111,1180,78428.0,3561,2867,9049,25.3,1023,0.8051109238977815
95947,0.2345,0.2561,0.8928,0.0606,0.0997,1407,1261,2,43,31,71125.0,585,484,1407,7.8,125,0.8273504273504273
95948,0.7345,0.7468,0.8621,0.3813,0.551,11456,8655,33,181,3787,63187.0,3749,2111,11357,12.3,1038,0.5630834889303814
95949,0.2392,0.3421,0.2816,0.0884,0.2694,21232,18990,106,185,1605,90293.0,8273,7371,21162,21.1,1615,0.8909706273419558
95950,0.4602,0.8526,0.591,0.255,0.0655,442,375,0,0,61,45590.0,171,101,442,3.1,188,0.5906432748538012
95951,0.7813,0.8503,0.9177,0.9105,0.3453,2522,813,30,67,2216,56685.0,845,517,2522,7.0,348,0.6118343195266273
95953,0.9041,0.8263,0.9919,0.6374,0.7236,11201,5703,163,1512,4917,68951.0,3406,2129,11091,11.4,1798,0.6250733998825602
95954,0.5988,0.6696,0.6188,0.1847,0.4867,10163,8162,5,178,1214,58694.0,4000,3266,10158,14.6,1236,0.8165
95955,0.7743,0.9462,0.9907,0.685,0.1379,1413,811,0,10,918,52250.0,538,358,1413,14.3,284,0.6654275092936803
95956,0.2842,0.2784,0.4282,0.0374,0.3899,458,441,0,8,9,61182.0,180,170,458,10.7,21,0.9444444444444444
95957,0.569,0.6228,0.5892,0.3847,0.4316,752,503,6,0,229,77250.0,268,160,752,11.2,51,0.5970149253731343
95958,-999.0,-999.0,-999.0,-999.0,-999.0,0,0,0,0,0,,0,0,0,,0,
95959,0.2877,0.4614,0.2404,0.1014,0.2926,18244,16265,131,469,1394,75625.0,7605,5803,17938,30.1,2144,0.7630506245890861
95960,0.4404,0.8994,0.2932,0.0397,0.1275,594,569,0,3,8,37586.0,252,141,594,12.2,154,0.5595238095238095
95961,0.6889,0.6924,0.6362,0.5904,0.5626,32663,19395,1429,2860,12376,74819.0,9766,6575,31919,11.8,3917,0.6732541470407536
95962,0.1164,0.3181,0.1703,0.0674,0.1246,1136,1022,0,9,26,73090.0,455,375,1136,23.2,8,0.8241758241758241
95963,0.7357,0.755,0.8963,0.5071,0.4496,16485,11921,10,209,7487,65057.0,5537,3615,16475,11.1,2022,0.6528806212750587
95965,0.8696,0.8351,0.8244,0.4436,0.9374,20835,13362,833,3047,3624,45406.0,7377,4267,20103,9.8,4889,0.5784194116849668
95966,0.7409,0.6942,0.7422,0.3048,0.8053,30108,22130,510,1663,4998,62519.0,11978,8969,29900,11.2,4600,0.7487894473200868
95968,0.5257,0.8053,0.409,0.3048,0.2312,1366,1026,0,23,328,41875.0,538,280,1366,3.0,175,0.5204460966542751
95969,0.5795,0.5006,0.5666,0.1071,0.7555,7564,6442,45,93,610,63975.0,3447,2609,7356,18.6,1106,0.7568900493182478
95970,0.2398,0.3965,0.5968,0.1728,0.1025,466,442,12,0,85,82054.0,183,124,466,11.0,96,0.6775956284153005
95971,0.5444,0.5696,0.3917,0.2034,0.6385,5931,4716,333,57,532,71516.0,2162,1301,5816,16.8,712,0.6017576318223867
95972,-999.0,-999.0,0.7404,0.0,0.0,142,142,0,0,0,,56,0,142,0.0,0,0.0
95973,0.5702,0.4596,0.6477,0.2504,0.6709,38323,29520,371,2009,6735,87667.0,15106,9417,38225,27.4,4371,0.6233946776115451
95974,-999.0,-999.0,0.2068,0.0,0.0,65,65,0,0,0,,33,33,65,49.2,0,1.0
95975,0.2725,0.4082,0.3969,0.0487,0.2213,1628,1550,0,10,38,78201.0,703,546,1628,7.9,172,0.7766714082503556
95977,0.2509,0.4193,0.4438,0.2618,0.1234,1822,1336,52,50,166,96071.0,678,646,1788,15.6,112,0.9528023598820059
95978,0.4228,0.6339,0.9994,0.1212,0.0,98,98,0,0,18,124318.0,30,11,98,16.0,34,0.36666666666666664
95979,0.5275,0.345,0.5012,0.2941,0.8013,374,293,43,6,48,33000.0,172,123,371,11.5,119,0.7151162790697675
95981,0.0088,0.0,0.1918,0.0,0.0,52,52,0,0,0,,18,18,52,0.0,0,1.0
95982,0.2404,0.2292,0.6037,0.2085,0.1947,3084,2716,1,68,622,91481.0,1112,849,3070,15.8,147,0.7634892086330936
95983,0.1643,0.3228,0.4287,0.3711,0.0713,395,256,0,0,127,72596.0,165,101,395,0.0,0,0.6121212121212121
95984,0.0608,0.2749,0.168,0.0,0.0475,177,177,0,0,0,,89,68,177,0.0,22,0.7640449438202247
95986,0.1,0.4322,0.135,0.0,0.0614,104,104,0,0,0,,39,26,104,0.0,19,0.6666666666666666
95987,0.7708,0.7556,0.7683,0.8045,0.5962,6504,3995,4,53,5057,82935.0,1878,1066,6403,13.9,395,0.5676251331203408
95988,0.755,0.8076,0.5678,0.4193,0.7688,8748,5919,35,693,2583,66023.0,2900,1552,8588,13.4,1798,0.5351724137931034
95991,0.869,0.8129,0.9368,0.6306,0.7804,43978,23416,1125,5481,17439,65072.0,14583,7169,43291,12.4,6730,0.4915998079956113
95993,0.6556,0.555,0.8754,0.5547,0.5029,37222,19343,602,9340,7942,85863.0,12594,8684,36596,16.3,3960,0.6895346990630459
96001,0.655,0.5877,0.8418,0.1416,0.6634,34721,29245,425,852,3392,70701.0,13156,7817,34034,16.6,4341,0.5941775615688659
96002,0.6316,0.4883,0.8227,0.2391,0.6808,34634,26256,412,1946,4420,71608.0,12734,7920,34180,14.7,3683,0.6219569656038951
96003,0.6684,0.6205,0.5997,0.1677,0.8244,43945,36014,573,1843,4686,67440.0,18084,10581,43775,19.3,7013,0.5851028533510285
96006,0.1421,0.1211,0.2758,0.0368,0.3604,587,581,0,1,17,40882.0,196,172,587,11.2,43,0.8775510204081632
96007,0.7,0.6877,0.8447,0.1796,0.6338,24849,20343,51,387,3476,57517.0,9971,6763,24802,10.9,3390,0.6782669742252533
96008,0.4053,0.183,0.5075,0.0969,0.7683,1123,1034,22,0,127,89706.0,420,359,1031,15.3,86,0.8547619047619047
96009,0.2123,0.562,0.4177,0.0306,0.0591,247,243,0,0,4,47054.0,111,76,247,11.7,19,0.6846846846846847
96010,-999.0,-999.0,-999.0,0.9938,-999.0,28,0,0,0,28,,0,0,28,,28,
96011,0.6731,0.7895,0.6663,0.1054,0.5498,232,205,9,2,15,29219.0,77,53,232,14.0,71,0.6883116883116883
96013,0.6626,0.6251,0.9484,0.0878,0.5081,4212,3605,98,7,217,55865.0,1605,1110,4165,5.1,685,0.6915887850467289
96014,0.152,0.5193,0.2045,0.111,0.062,173,143,0,0,0,,99,47,173,0.0,43,0.47474747474747475
96015,0.5316,0.6544,0.6808,0.4011,0.2422,560,418,6,110,110,44918.0,121,105,544,19.1,237,0.8677685950413223
96016,0.4199,0.6977,0.332,0.034,0.2514,319,310,0,0,9,51573.0,143,105,319,21.8,115,0.7342657342657343
96017,0.0906,0.2848,0.2173,0.0459,0.0736,143,135,0,3,0,42500.0,78,56,143,16.5,43,0.717948717948718
96019,0.7035,0.7608,0.8181,0.1705,0.544,10466,8766,7,142,1217,53776.0,3958,2460,10466,10.3,1933,0.6215260232440627
96020,0.1836,0.1374,0.2167,0.0969,0.4508,2593,2499,15,0,374,85536.0,1125,909,2564,16.1,202,0.808
96021,0.8392,0.7982,0.9137,0.5779,0.7433,15746,9319,17,309,8021,56724.0,5384,3360,15738,8.3,2412,0.6240713224368499
96022,0.338,0.3889,0.445,0.1309,0.3586,14751,12588,97,396,1292,81150.0,5708,4592,14751,16.9,1700,0.8044849334267694
96023,0.7673,0.8912,0.9774,0.264,0.3581,1189,1034,0,24,323,37438.0,485,366,1178,6.5,223,0.7546391752577319
96024,0.5579,0.6772,0.5655,0.1807,0.4229,1105,896,0,139,95,51971.0,369,282,1105,4.2,321,0.7642276422764228
96025,0.6175,0.745,0.5226,0.2612,0.4739,2247,1695,50,37,386,41703.0,1017,619,2247,12.5,344,0.6086529006882989
96027,0.5216,0.5667,0.3581,0.0731,0.6506,1907,1684,42,14,68,59688.0,778,598,1907,12.3,243,0.7686375321336761
96028,0.6784,0.5883,0.7329,0.3314,0.7341,1805,1234,7,0,314,59722.0,676,478,1720,12.5,139,0.7071005917159763
96029,0.2205,0.2708,0.3696,0.1309,0.2596,120,97,0,0,22,80750.0,39,34,120,25.6,22,0.8717948717948718
96031,0.2819,0.5339,0.1205,0.2085,0.2648,66,49,0,0,0,26000.0,38,31,66,27.0,20,0.8157894736842105
96032,0.6591,0.6614,0.7845,0.2742,0.5429,2606,1928,18,3,189,62581.0,1072,726,2572,11.2,412,0.6772388059701493
96033,0.4146,0.5216,0.4212,0.1003,0.3835,321,269,0,15,29,47083.0,128,102,321,16.8,25,0.796875
96034,0.1287,0.4439,0.1043,0.0516,0.1304,345,317,15,0,8,54250.0,149,120,345,14.3,25,0.8053691275167785
96035,0.6532,0.7111,0.9079,0.6085,0.2375,4097,2638,5,0,2147,49527.0,1651,1126,4097,16.8,1096,0.6820109024833434
96037,0.0339,0.2263,0.2057,0.0,0.0,131,131,0,0,0,103929.0,60,21,131,18.6,0,0.35
96038,0.424,0.431,0.2184,0.0918,0.675,499,441,13,0,28,56857.0,232,164,495,16.0,43,0.7068965517241379
96039,0.5953,0.6117,0.336,0.4873,0.6222,726,383,0,9,54,38295.0,360,196,715,13.2,157,0.5444444444444444
96040,0.1661,0.0836,0.4641,0.2414,0.3036,71,65,1,3,15,,30,30,71,0.0,0,1.0
96041,0.7129,0.4754,0.9635,0.1677,0.8343,3511,2747,3,126,608,40354.0,1121,664,3511,9.4,994,0.592328278322926
96044,0.7596,0.7637,0.9334,0.336,0.5539,1215,829,1,27,157,57981.0,471,338,1215,7.9,268,0.7176220806794055
96046,0.024,0.3462,0.007,0.0,0.0689,328,328,0,0,0,31747.0,123,22,328,10.7,32,0.17886178861788618
96047,0.4363,0.624,0.2596,0.1626,0.387,843,690,0,6,73,91250.0,362,313,843,11.2,160,0.8646408839779005
96048,0.3959,0.6515,0.1483,0.115,0.3795,1283,1099,0,16,80,61061.0,341,271,1281,18.9,232,0.7947214076246334
96050,0.217,0.5737,0.1645,0.1003,0.1257,400,349,0,17,20,36354.0,241,210,400,9.8,90,0.8713692946058091
96051,0.4579,0.9029,0.3007,0.0946,0.1333,1067,948,7,53,79,64329.0,517,391,1067,15.2,302,0.7562862669245648
96052,0.5515,0.6053,0.2874,0.1666,0.7022,2538,2005,20,38,106,56635.0,620,483,2466,10.1,398,0.7790322580645161
96054,0.2351,0.4427,0.6848,0.0351,0.0637,269,260,0,0,0,67823.0,128,104,269,1.9,42,0.8125
96055,0.6339,0.6673,0.9224,0.4,0.2972,3760,2823,0,96,1293,55833.0,1494,1051,3738,11.2,1030,0.7034805890227577
96056,0.3404,0.3942,0.8424,0.1581,0.1495,1318,1039,0,131,70,76771.0,545,526,1318,18.7,100,0.9651376146788991
96057,0.5368,0.7099,0.3592,0.1099,0.4577,1158,989,14,10,82,45625.0,525,393,1158,17.1,166,0.7485714285714286
96058,0.8743,0.886,0.5881,0.7575,0.9253,809,460,31,65,444,55662.0,223,134,809,7.4,137,0.600896860986547
96059,0.2836,0.1392,0.909,0.0504,0.2532,323,299,0,24,0,128272.0,152,141,323,5.2,17,0.9276315789473685
96061,-999.0,-999.0,-999.0,-999.0,-999.0,0,0,0,0,0,,0,0,0,,0,
96062,0.0632,0.1708,0.1089,0.0765,0.1251,1002,900,0,0,71,98750.0,398,348,1002,13.1,51,0.8743718592964824
96063,0.0216,0.1269,0.1159,0.0,0.0,77,77,0,0,0,,59,46,77,23.4,8,0.7796610169491526
96064,0.4901,0.4959,0.7126,0.1654,0.3801,4690,3865,27,59,463,58596.0,1794,1366,4675,13.0,709,0.7614269788182831
96065,0.2789,0.4415,0.3198,0.2431,0.1918,364,268,0,0,84,77981.0,153,115,363,17.9,44,0.7516339869281046
96067,0.4556,0.3749,0.5707,0.1071,0.5701,7321,6407,20,123,606,59093.0,3630,2359,7315,24.5,782,0.6498622589531681
96068,0.5918,0.9813,0.0545,0.7734,0.2723,125,51,26,36,33,,17,7,50,0.0,39,0.4117647058823529
96069,0.6906,0.8626,0.8187,0.281,0.3436,1390,981,0,13,289,63807.0,529,462,1389,11.4,336,0.8733459357277883
96071,-999.0,-999.0,0.0301,0.0,0.0,7,7,0,0,0,,7,7,7,0.0,7,1.0
96073,0.2158,0.2123,0.8175,0.0952,0.1321,5648,4843,32,34,236,114301.0,1919,1769,5647,27.8,97,0.9218342886920271
96074,0.2503,0.4977,0.0185,0.4776,0.4409,183,98,15,21,42,67875.0,43,43,107,0.8,9,1.0
96075,0.5649,0.8018,0.0985,0.1807,0.668,341,260,21,0,30,,172,79,257,8.7,45,0.45930232558139533
96076,0.6971,0.9719,0.4681,0.2516,0.3696,152,108,0,15,15,26321.0,63,35,152,10.5,31,0.5555555555555556
96078,0.0023,0.0,0.0209,0.0,0.0,135,135,0,0,0,,34,34,135,0.0,0,1.0
96080,0.7427,0.6322,0.9508,0.1955,0.73,31190,25109,537,493,5087,58654.0,12003,7592,30933,13.9,4403,0.6325085395317838
96084,0.5269,0.5906,0.6651,0.2238,0.3859,664,529,0,46,42,34073.0,279,201,664,9.8,137,0.7204301075268817
96085,0.2626,0.207,0.4757,0.5105,0.237,38,19,0,2,0,,14,14,38,24.1,0,1.0
96086,0.4883,0.862,0.2636,0.1484,0.2063,268,229,0,2,40,46146.0,125,93,268,16.4,68,0.744
96087,0.131,0.3298,0.0921,0.0465,0.2341,824,777,0,0,14,97083.0,299,287,824,24.9,79,0.959866220735786
96088,0.324,0.4532,0.3534,0.1235,0.3053,4703,3915,38,49,334,65725.0,2179,1906,4703,11.3,339,0.8747131711794401
96090,0.2363,0.2906,0.6935,0.3887,0.0991,421,286,0,0,101,53750.0,202,137,421,12.3,29,0.6782178217821783
